Ano,Trimestre,Arquivo,Receita,EBITDA,Lucro_liquido,Lucro_bruto,Margem_EBITDA,Margem_liquida,Despesas,Divida_liquida,Investimento_capital,Receita_perdida,ROE,ROA,Fluxo_Caixa_Operacional,Fluxo_Caixa_Livre,Fluxo_Caixa_Investimento,Fluxo_Caixa_Financiamento,Divida_Bruta,Divida_Curto_Prazo,Divida_Longo_Prazo,DividendosProducao,Capacidade,Falha_maquina,Horas_paradas,Unidades_perdidas,Energia_consumida_kwh,Tipo_evento,Descricao_falha,Responsavel,Linha_producao,Custo_manutencao,Receita_impactada,Perda_eficiencia,Capacidade_utilizada
2024,1T,2024\textos\2024_1T_AP.txt,14.716 milhões R$,2.039 milhões R$,589 milhões R$,Não informado,13.9%,4.0%,Não informado,4.400 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,-610 milhões R$,Não informado,Não informado,10.300 milhões R$,Não informado,Não informado,589 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\textos\2024_2T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\textos\2024_2T_AP.txt,Não informado,2.600 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,252 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\textos\2024_2T_AP.txt,16.210 milhões R$,2.813 milhões R$,Não informado,Não informado,17.4%,Não informado,Não informado,4.200 milhões R$,1.420 milhões R$,Não informado,Não informado,Não informado,Não informado,780 milhões R$,1.420 milhões R$,Não informado,10.900 milhões R$,Não informado,Não informado,Não informado,62%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2024\textos\2024_2T_AP.txt,Não informado,Não informado,6.083 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Menor que 12.000 milhões R$,Não informado,Não informado,Não informado,+700 mil t aço bruto e +1.400 mil t laminação (adicional até 2026),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_3T_AP.txt,Não informado,3.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_3T_AP.txt,6.738 milhões R$,1.140 milhões R$,1.432 milhões R$,Não informado,16.9%,21.3%,Custos e despesas controláveis ON Brasil: ~1.000 milhões R$/ano; Demais ONs: ~500 milhões R$/ano,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"Laminados: 70%, Aço: 83% (Brasil, 3T24)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_3T_AP.txt,17.378 milhões R$,3.016 milhões R$,Não informado,Não informado,17.4%,Não informado,Não informado,5.9 bilhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,1.753 milhões R$,-1.658 milhões R$,-602 milhões R$,11.5 bilhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_3T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,< 12 bilhões R$,Não informado,Não informado,"2020: 1.073 milhões R$, 2021: 5.355 milhões R$, 2022: 6.083 milhões R$, 2023: 7.152 milhões R$, 3T24 YTD: 1.461 milhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_AP.txt,Não informado,10.800 milhões R$,4.300 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.900 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_AP.txt,6.738 milhões R$,1.002 milhões R$,Não informado,Não informado,14.9%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"Gerdau S.A.: 203,4 milhões R$ (R$ 0,10/ação), Metalúrgica Gerdau S.A.: 50,0 milhões R$ (R$ 0,05/ação)","Brasil Laminados: 58%, Brasil Aço: 75%, América do Norte Laminados: 70%, América do Norte Aço: 65%",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,3T,2024\textos\2024_4T_AP.txt,6.647 milhões R$,1.140 milhões R$,Não informado,Não informado,17.2%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2024\textos\2024_4T_AP.txt,25.875 milhões R$,2.391 milhões R$,Não informado,Não informado,9.2%,Não informado,Não informado,5.400 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,-1.488 milhões R$,Não informado,Não informado,13.700 milhões R$,Não informado,Não informado,2.859 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\textos\2025_1T_RR.txt,17.375 milhões R$,2.402 milhões R$,758 milhões R$,Não informado,13.8%,4.4%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-1.252 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,243.5 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\textos\2025_1T_RR.txt,17.375 milhões R$,2.400 milhões R$,758 milhões R$,Não informado,13.8%,4.4%,543 milhões R$,7.637 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,-1.300 milhões R$,Não informado,Não informado,14.507 milhões R$,2.255 milhões R$,12.252 milhões R$,"243,5 milhões R$",76%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\textos\2025_1T_RR.txt,7.494 milhões R$,1.054 milhões R$,Não informado,Não informado,14.1%,Não informado,6.699 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,-1.252 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,"243,5 milhões R$",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\textos\2025_1T_RR.txt,8.768 milhões R$,1.198 milhões R$,Não informado,Não informado,13.7%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\textos\2025_1T_RR.txt,1.366 milhões R$,188 milhões R$,Não informado,Não informado,13.8%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,63%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\textos\2025_1T_RR.txt,17.375 milhões R$,Não informado,758 milhões R$,Não informado,Não informado,4.4%,Despesas com vendas: 193.912 mil R$; Despesas gerais e administrativas: 24.375 mil R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.052.872 mil R$,Não informado,-1.195.268 mil R$,-504.059 mil R$,Não informado,Não informado,Não informado,320.214 mil R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2025\textos\2025_2T_RR.txt,17.526 milhões R$,2.561 milhões R$,864 milhões R$,Não informado,14.6%,4.9%,Não informado,0.85x EBITDA ajustado,Não informado,Não informado,Não informado,Não informado,Não informado,-773 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,239.5 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2025\textos\2025_2T_RR.txt,7.317 milhões R$,1.096 milhões R$,Não informado,Não informado,15.0%,Não informado,255 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Redução da produção de aço bruto no 2T25 devido a paradas programadas para manutenção em 3 plantas no Brasil,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
