Ano,Trimestre,Arquivo,Receita,EBITDA,Lucro_liquido,Lucro_bruto,Margem_EBITDA,Margem_liquida,Despesas,Divida_liquida,Investimento_capital,Receita_perdida,Producao,Capacidade,Falha_maquina,Horas_paradas,Unidades_perdidas,Energia_consumida_kwh,Tipo_evento,Descricao_falha,Responsavel,Linha_producao,Custo_manutencao,Receita_impactada,Perda_eficiencia,Capacidade_utilizada
2025,1T,2025\\textos\\2025_1T_AP.txt,7.354 milhões R$,817 milhões R$,758 milhões R$,Não informado,11.1%,10.3%,Não informado,Não informado,Não informado,Não informado,1.431 mil toneladas,73%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\\textos\\2025_1T_AP.txt,16.822 milhões R$,2.391 milhões R$,Não informado,Não informado,14.2%,Não informado,1.4 bilhões R$ (CAPEX_1T25); ~0.7 bilhão R$ (CAPEX_Estrategico_1T25),5.9 bilhões R$,Não informado,Não informado,Não informado,9.200 mil t/ano (após maturação dos investimentos estratégicos),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\\textos\\2025_1T_RR.txt,17.375 bilhões R$,2.402 bilhões R$,758 milhões R$,Não informado,13.8%,4.4%,Não informado,"Dívida líquida/EBITDA ajustado: 0,69x",Não informado,Não informado,2.858 milhões de toneladas de aço,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\\textos\\2025_1T_RR.txt,Não informado,2.4 bilhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.985 mil toneladas,Expansão do laminador de bobinas a quente em Ouro Branco (MG) adiciona capacidade de 250 mil toneladas/ano.,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\\textos\\2025_1T_RR.txt,17.375 milhões R$,2.402 milhões R$,758 milhões R$,Não informado,13.8%,4.4%,543 milhões R$,7.637 milhões R$,1.400 milhões R$,Não informado,2.900 mil toneladas,76%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,76%
2025,1T,2025\\textos\\2025_1T_RR.txt,7.494 milhões R$,1.054 milhões R$,Não informado,Não informado,14.1%,Não informado,aprox. 10% menor vs 1T24/4T24 (SG&A),Não informado,Não informado,Não informado,1.445 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\\textos\\2025_1T_RR.txt,8.768 milhões R$,1.198 milhões R$,Não informado,Não informado,13.7%,Não informado,aprox. 10% menor vs 1T24/4T24 (SG&A),Não informado,Não informado,Não informado,1.395 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2025\\textos\\2025_1T_RR.txt,7.769 milhões R$,1.376 milhões R$,Não informado,Não informado,17.7%,Não informado,aprox. 10% menor vs 1T25/1T24 (SG&A),Não informado,Não informado,Não informado,1.495 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2025\\textos\\2025_1T_RR.txt,7.536 milhões R$,812 milhões R$,Não informado,Não informado,10.8%,Não informado,aprox. 10% menor vs 1T25/1T24 (SG&A),Não informado,Não informado,Não informado,1.072 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2025\\textos\\2025_1T_RR.txt,7.354 milhões R$,817 milhões R$,Não informado,Não informado,11.1%,Não informado,aprox. 10% menor vs 1T25/4T24 (SG&A),Não informado,Não informado,Não informado,1.518 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2025\\textos\\2025_1T_RR.txt,7.914 milhões R$,1.774 milhões R$,Não informado,Não informado,22.4%,Não informado,aprox. 10% menor vs 1T25/4T24 (SG&A),Não informado,Não informado,Não informado,1.410 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\\textos\\2025_1T_RR.txt,17.375 milhões R$,188 milhões R$,758 milhões R$,Não informado,1.1%,4.4%,1.206 milhões R$ (Custo das vendas) / 194 milhões R$ (Despesas com vendas) / 24 milhões R$ (Despesas gerais e administrativas),Não informado,Não informado,Não informado,144 mil toneladas,63%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,1T,2025\\textos\\2025_1T_RR.txt,16.210 milhões R$,285 milhões R$,2.053 milhões R$,Não informado,1.8%,12.7%,937 milhões R$ (Custo das vendas) / 349 milhões R$ (Despesas com vendas) / 47 milhões R$ (Despesas gerais e administrativas),Não informado,Não informado,Não informado,162 mil toneladas,71%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,4T,2025\\textos\\2025_1T_RR.txt,Não informado,227 milhões R$,Não informado,Não informado,13.3%,Não informado,1.528 milhões R$ (Custo das vendas),Não informado,Não informado,Não informado,151 mil toneladas,66%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
Não informado,Não informado,2025\\textos\\2025_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"10.000 mil toneladas (anual, sucata transformada)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2025\\textos\\2025_2T_AP.txt,17.526 milhões R$,2.561 milhões R$,864 milhões R$,Não informado,14.6%,4.9%,"-286 milhões R$ (Capital de giro), -458 milhões R$ (Imposto de renda), -1.659 milhões R$ (CAPEX), -499 milhões R$ (Juros), -159 milhões R$ (Intangíveis e arrendamento), -117 milhões R$ (Demais variações)",3.700 milhões R$,Não informado,Não informado,2.800 mil toneladas,"Brasil: 73%, América do Norte: 86%, América do Sul: 65%",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2025\\textos\\2025_2T_RR.txt,17.526 milhões R$,2.561 milhões R$,864 milhões R$,Não informado,14.6%,4.9%,Não informado,"0,85x EBITDA",Não informado,Não informado,2.823 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2025\\textos\\2025_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,"1.6 bilhões R$ (CAPEX, aprox. 80% Brasil)",Não informado,Não informado,Não informado,1.419 mil toneladas,Capacidade adicional de 250 mil toneladas de bobinas a quente (em implantação),Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2025\\textos\\2025_2T_RR.txt,7.317 milhões R$,877 milhões R$,Não informado,Não informado,12.0%,Não informado,"255 milhões R$ (Despesas com vendas, gerais e administrativas)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2025\\textos\\2025_2T_RR.txt,9.139 milhões R$,1.635 milhões R$,Não informado,Não informado,17.9%,Não informado,204 milhões R$,Não informado,Não informado,Não informado,1.485 mil toneladas,86%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2025\\textos\\2025_2T_RR.txt,1.331 milhões R$,149 milhões R$,Não informado,Não informado,11.2%,Não informado,42 milhões R$,Não informado,Não informado,Não informado,148 mil toneladas,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2025\\textos\\2025_2T_RR.txt,17.526 milhões R$,2.422 milhões R$,864 milhões R$,Não informado,13.8%,4.9%,557 milhões R$,Não informado,Não informado,Não informado,3.052 mil toneladas,78%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2025\\textos\\2025_2T_RR.txt,Não informado,2.561 milhões R$,864 milhões R$,Não informado,"14,6%",Não informado,R$ (457) milhões,9.116 milhões R$,1.659 milhões R$,Não informado,Não informado,"Expansão para 1 milhão de toneladas/ano de bobinas a quente em Ouro Branco; Projeto Itabiritos: 5,5 milhões de toneladas (capacidade adicional prevista para dezembro de 2025)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\\textos\\2025_2T_RR.txt,Não informado,2.402 milhões R$,758 milhões R$,Não informado,"13,8%",Não informado,Não informado,7.637 milhões R$,1.839 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2025\\textos\\2025_2T_RR.txt,Não informado,2.624 milhões R$,945 milhões R$,Não informado,"15,8%",Não informado,R$ (372) milhões,5.942 milhões R$,1.171 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,2T,2025\\textos\\2025_2T_RR.txt,16.616 milhões R$,Não informado,1.023 milhões R$,Não informado,Não informado,6.2%,530 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2025,1T,2025\\textos\\2025_2T_RR.txt,16.210 milhões R$,Não informado,2.277 milhões R$,Não informado,Não informado,14.0%,531 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2024,2T,2025\\textos\\2025_2T_RR.txt,Não informado,Não informado,867 milhões R$,Não informado,Não informado,Não informado,286 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
