Ano,Arquivo,Capacidade,Capacidade_utilizada,Custo_manutencao,Descricao_falha,Despesas,Divida_Bruta,Divida_Curto_Prazo,Divida_Longo_Prazo,Divida_liquida,Dividendos,EBITDA,Energia_consumida_kwh,Falha_maquina,Fluxo_Caixa_Financiamento,Fluxo_Caixa_Investimento,Fluxo_Caixa_Livre,Fluxo_Caixa_Operacional,Horas_paradas,Investimento_capital,Linha_producao,Lucro_bruto,Lucro_liquido,Margem_EBITDA,Margem_liquida,Perda_eficiencia,Producao,ROA,ROE,Receita,Receita_impactada,Receita_perdida,Responsavel,Tipo_evento,Trimestre,Unidades_perdidas
2022,2022\textos\2022_4T_AP.txt,85%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,6.100 milhões R$,21.500 milhões R$,Não informado,Não informado,Não informado,Não informado,10.500 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,26.1%,Não informado,Não informado,Não informado,Não informado,Não informado,82.400 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2022,2022\textos\2022_4T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,12.0 milhões R$,Não informado,Não informado,5.0 milhões R$,Não informado,1.636 milhões R$,Não informado,Não informado,Não informado,Não informado,14.3 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,11.595 milhões R$,14.0%,99.0%,Não informado,Não informado,Não informado,Não informado,11.712 milhões R$,Não informado,Não informado,Não informado,Não informado,4T,Não informado
2014,2022\textos\2022_4T_AP.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,10.457 milhões R$,Não informado,4.887 milhões R$,Não informado,Não informado,Não informado,Não informado,1.000 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.145 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado
2023,2023\textos\2023_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,12.261 milhões R$,Não informado,Não informado,Não informado,Não informado,4.322 milhões R$,Não informado,Não informado,Não informado,Não informado,2.698 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.388 milhões R$,22.9%,12.7%,Não informado,Não informado,Não informado,Não informado,18.872 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2023,2023\textos\2023_1T_RR.txt,71%,Não informado,Não informado,Não informado,15.244 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,18.872 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2023,2023\textos\2023_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,538 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,5.007 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.215 milhões R$,22.9%,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2023,2023\textos\2023_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,"12,3 bilhões R$","2,962 bilhões R$","9,299 bilhões R$","6,4 bilhões R$",892 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.698 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.388 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2023,2023\textos\2023_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4.300 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,22.8%,Não informado,Não informado,Não informado,Não informado,Não informado,18.900 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2023,2023\textos\2023_1T_RR.txt,93%,Não informado,Não informado,Não informado,5.848 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.355 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,30.2%,Não informado,Não informado,Não informado,Não informado,Não informado,7.793 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2023,2023\textos\2023_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,2.519 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,497 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,16.6%,Não informado,Não informado,Não informado,Não informado,Não informado,3.000 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2023,2023\textos\2023_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,1.244 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,489 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,30.2%,Não informado,Não informado,Não informado,Não informado,Não informado,1.617 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2023,2023\textos\2023_1T_RR.txt,Não informado,Não informado,Não informado,Não informado,1.240 milhões R$,13.031 milhões R$,4.915 milhões R$,8.500 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,-2.071 milhões R$,-1.094 milhões R$,Não informado,2.861 milhões R$,Não informado,Não informado,Não informado,Não informado,3.215 milhões R$,Não informado,17.0%,Não informado,Não informado,Não informado,Não informado,18.872 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2023,2023\textos\2023_1T_RR.txt,"2,5 GW (Newave Energia - geração de energia renovável prevista para 2025/2026)",Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2023,2023\textos\2023_2T_RR.txt,"Aumento de 200.000 toneladas/ano (Whitby, Canadá)",Não informado,Não informado,Não informado,Não informado,10.695 milhões R$,Não informado,Não informado,Não informado,752 milhões R$,3.792 milhões R$,Não informado,Não informado,Não informado,Não informado,784 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.143 milhões R$,20.8%,11.7%,Não informado,Não informado,Não informado,Não informado,18.265 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2023\textos\2023_2T_RR.txt,74%,Não informado,Não informado,Não informado,562 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,3.792 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.143 milhões R$,20.8%,11.7%,Não informado,Não informado,Não informado,Não informado,18.265 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2023\textos\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,538 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,4.322 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,3.215 milhões R$,22.9%,17.0%,Não informado,Não informado,Não informado,Não informado,18.872 milhões R$,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2022,2023\textos\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,516 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,6.680 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4.298 milhões R$,29.1%,18.7%,Não informado,Não informado,Não informado,Não informado,22.968 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2023\textos\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,6.430 milhões R$,10.695 milhões R$,1.010 milhões R$,9.685 milhões R$,6.510 milhões R$,752.1 milhões R$,992 milhões R$,Não informado,Não informado,Não informado,Não informado,784 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,2.143 milhões R$,13.7%,29.6%,Não informado,Não informado,Não informado,Não informado,7.236 milhões R$,Não informado,Não informado,Não informado,Não informado,2T,Não informado
2023,2023\textos\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,12.261 milhões R$,2.962 milhões R$,9.299 milhões R$,6.436 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2.388 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,1T,Não informado
2022,2023\textos\2023_2T_RR.txt,Não informado,Não informado,Não informado,Não informado,Não informado,12.445 milhões R$,3.550 milhões R$,8.895 milhões R$,4.690 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,4.298 milhões R$,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,Não informado,2T,Não informado
